Off-Street Parking,Off-Street Parking,,2
On-Street Parking,On-Street Parking,,1
Organizational Effectiveness,Organizational Effectiveness,,2
PA-Emergency Management,PA-Emergency Management,,3
PA-Financial Management,PA-Financial Management,,2
PA-Program Support,PA-Program Support,,9
PMM-Materials Management Stores & Distribution,PMM-Materials Management Stores & Distribution,,3
PMM-Purchasing,PMM-Purchasing,,5
PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,,2
PPEB-Non – OMERS Pension Plans,PPEB-Non – OMERS Pension Plans,,
PPEB-Payroll,PPEB-Payroll,,7
PR-Community Recreation,PR-Community Recreation,,24
PR-Parks,PR-Parks,,20
PR-Urban Forestry,PR-Urban Forestry,,12
Prosecution,Prosecution,,1
Public Health Foundations,Public Health Foundations,,4
Public Space - Community Access,Public Space - Community Access,,
RS-Parking Ticket,RS-Parking Ticket,,1
RS-Property Tax Billing,RS-Property Tax Billing,,3
RS-Revenue Accounting & Collection,RS-Revenue Accounting & Collection,,8
"RS-Tax, Utility & Parking Ticket Client Services","RS-Tax, Utility & Parking Ticket Client Services",,8
RS-Utility Billing,RS-Utility Billing,,4
SS-Employment Services,SS-Employment Services,,6
SS-Financial Supports,SS-Financial Supports,,4
SS-Integrated Case Management and Service Planning,SS-Integrated Case Management and Service Planning,,6
SW-City Beautification,SW-City Beautification,,1
SW-Residual Management,SW-Residual Management,,7
SW-Solid Waste Collection & Transfer,SW-Solid Waste Collection & Transfer,,9
SW-Solid Waste Education & Enforcement,SW-Solid Waste Education & Enforcement,,1
SW-Solid Waste Processing & Transport,SW-Solid Waste Processing & Transport,,20
Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,,2
Solicitor,Solicitor,,5
Special Levy for Scarborough Subway,Special Levy for Scarborough Subway,,
Special Levy for Scarborough Subway (Reserve Contribution),Special Levy for Scarborough Subway (Reserve Contribution),,1
TO-311 Development,TO-311 Development,,1
TO-311 Information & Business Processing,TO-311 Information & Business Processing,,
TP-Permits & Applications,TP-Permits & Applications,,19
TP-Road & Sidewalk Management,TP-Road & Sidewalk Management,,23
TP-Transportation Safety & Operations,TP-Transportation Safety & Operations,,11
TW-Stormwater Management,TW-Stormwater Management,,7
TW-Wastewater Collection & Treatment,TW-Wastewater Collection & Treatment,,7
TW-Water Treatment & Supply,TW-Water Treatment & Supply,,6
Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,,3
Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,,1
Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,,2
Toronto Transit Commission - Wheel-Trans Service,Toronto Transit Commission - Wheel-Trans Service,,1
WT-Engineering Information,WT-Engineering Information,,7
WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,,8
WT-Municipal Infrastructure Construction,WT-Municipal Infrastructure Construction,,7
Yd-Public Square And Event Venue,Yd-Public Square And Event Venue,,3
Zoo Conservation & Science,Zoo Conservation & Science,,3
Zoo Fundraising & Strategic Partnerships,Zoo Fundraising & Strategic Partnerships,,2
Zoo Visitor Services,Zoo Visitor Services,,4
